1911828,1094,383
1904804,205000888,325
1904804,1016,316
1904804,1748475,263
2274952,219125693,200
2140902,102197504,190
2140902,215374252,170
1874369,1068,167
1916922,213830996,166
2095473,8769,149
1916922,214236421,141
1916922,215275065,141
2297547,105876234,139
2144622,9112113,139
1874369,1097,134
2095473,553145,133
1916922,202116471,131
2144622,212808217,125
1916922,203353766,122
2144622,213470055,122
2144622,214236421,121
2297547,213465893,120
2144622,202617385,116
1916922,5170189,116
1855139,1092,113
2297547,205348257,112
1916922,1068,107
1001091,201040843,106
2436965,102209288,105
1916922,1098,101
1916922,205137019,97
1916922,108553675,84
2007849,215540451,79
2290473,214194429,79
2518338,595,78
1946184,4830184,77
1916922,7168586,76
1924426,581,75
1874369,1032,74
2291266,732,73
1916922,1065,73
2378061,102247419,71
1916922,1032,71
2539800,108553675,70
2297547,200519549,68
1877872,202827116,68
2357085,216514336,68
1874369,1094,68
2478050,200255722,67
2140902,204490267,67
2576302,107439472,67
2297547,202658270,66
1916922,1166273,66
2046482,5002691,66
2136854,676140,66
1916922,1727258,65
2158022,1098,62
2507424,1174810,62
2288889,213910991,61
2475810,102385704,61
1938511,100731251,61
2785174,202804011,60
2602554,415838,59
1924426,547,59
2027790,213972105,57
2119432,214360296,57
1916922,5244364,57
1941745,447260,56
2290473,106399734,56
2392655,202827116,55
2016497,102247419,54
1916922,5293521,54
2271196,1697208,54
2797285,1004,53
1954268,828,52
2148619,4830150,52
1916922,227824333,52
1908147,579,52
2040195,104690200,51
2096958,201729189,51
1916922,104701124,51
2392655,104113374,51
1986874,214172189,51
2297547,202658270,51
2140374,213523102,50
1854858,8145,50
2174096,203741593,50
2140902,233560,50
2171933,1105,48
2144622,107509954,48
1862234,1041,48
2425813,549,48
2551264,1797187,48
2576302,5106590,48
2404725,4935421,47
1910879,214073000,47
2316094,5104166,47
1862234,838,47
2526411,1089,46
1941745,213830996,46
1874369,1037,46
2770970,1007827,46
2093549,5221039,45
2299500,1038,45
1916922,1174810,45
2140902,9177047,45
2274952,214140257,44
1916922,214982607,44
2148619,102327369,44
2148619,109393629,44
2297088,1011,43
2056492,993,43
2297547,7109361,43
2264507,203909335,43
2288889,972,43
2475810,200812326,43
2551361,1009,43
2290473,203902272,42
2299500,1062,42
2392655,4830683,42
1930293,213910991,42
1924426,1010,42
2404725,206993840,42
2081916,4982247,42
2148619,209378295,42
1874367,1036,41
1862234,1065,41
2119432,13410,41
1941745,5408217,41
2158927,203514624,40
2337596,1099,40
1855136,1088,40
2539800,5663246,40
2392655,104884417,40
2007569,1063,40
1862234,1064,40
1916922,1072,40
2475810,100641065,40
2124580,209340068,39
1981606,105775732,39
1941745,212683146,39
2250100,4982247,39
2552050,102247419,39
2144622,107509954,38
2043548,1035,38
2687492,4893051,38
2174096,214360296,38
2158022,1102,38
2392655,4830683,38
2030608,213893640,37
2148231,200811028,37
1941745,97775,37
2148619,107674608,37
2312770,707386,37
2010281,1008,37
2005159,1163353,36
2124580,102247419,36
2733715,910,36
2422752,1088,36
2193772,7412631,36
1877615,213819328,36
2014357,108756346,36
1930293,106136496,36
2192686,826,36
2093549,763178,36
2319059,7049875,36
2584201,582,35
2972545,1105,35
2290473,5104518,35
1972571,202738951,35
2670137,213470895,35
2014357,107508287,35
2014357,213953104,35
1933486,1041,35
1916922,108959794,35
1942609,764255,35
1965152,1078,34
1891751,447624,34
2119432,106958064,34
2075811,5452393,34
2143851,203847117,34
1908147,202116471,34
1911828,832,34
2306935,5408217,33
2113123,213922699,33
2299500,827,33
2316094,6798845,33
1985901,1438902,33
1916922,1250002,33
1001419,104780794,33
2076197,823,32
2798210,9084468,32
1936150,102871889,32
2075811,214236421,32
1855136,1093,32
2573758,2695800,32
2079063,1104,32
2153490,1065,32
1874367,1004,32
1910879,213837116,31
2143851,213493655,31
2532317,4799199,31
2378061,105044366,31
2526411,1099,31
1916922,217924444,31
2498645,108553675,31
1941745,876541,31
2194184,1005,31
2725572,1105,31
1627300,213479474,31
2293575,101101628,31
2096703,1007,31
2021581,1103,31
1916922,7165758,30
2401530,102247419,30
2113123,1760995,30
2392655,982,30
1981606,217489362,30
2518338,1631249,30
2171933,1103,30
2153490,1103,30
2201748,1833621,30
1940431,1105,30
2153490,1102,30
1916922,974808,30
2426134,5244364,30
2687492,202827116,30
2406714,203799757,30
2023795,1103,29
2385161,1045,29
2322839,1099,29
2203761,1002,29
2064837,583,29
2785174,214032824,29
2290409,108883931,29
1918331,107762070,29
1934685,1069,29
2297547,5177785,29
2627737,102206145,29
1874367,1038,29
1916922,214312256,29
1855136,4797678,29
2007849,215165887,29
1933987,102065756,28
2014357,213769257,28
2021194,1103,28
1891153,212846371,28
2028534,202827116,28
1855136,1086,28
2585355,217446904,28
2003687,1102,28
1908147,1064,28
2274952,203514624,28
2084585,106373418,28
2483786,214962360,28
1924426,818,28
2127326,106430114,28
1936021,798367,28
2007569,1105,27
2041269,1099,27
2392655,224343407,27
1942609,1037,27
1942600,213823363,27
2015730,981,27
1916922,202163127,27
2435034,104482954,27
2201748,213910991,27
1938243,212735913,27
2008190,1008,27
2191835,200255722,27
2015730,615,27
1798061,214063552,27
1933987,449200,27
2014357,4797678,27
2483786,201122786,27
2006371,1103,27
2299500,826,27
2271180,7260144,26
2052137,219125693,26
2084585,5221039,26
2670137,216979643,26
1001380,759,26
2117097,102297789,26
2312770,206993840,26
1915453,1037,26
1911564,212917215,26
2113123,204179842,26
1874367,742,26
2526411,1099,26
1942609,102871889,26
2581054,213212911,26
2217808,5106430,26
2547900,202827116,26
1916922,214734364,26
2305657,217251432,26
2117097,4893051,26
2084585,214225733,25
2504197,1213357,25
2005331,214043749,25
2331594,200255722,25
2063522,93336,25
2373615,104690200,25
2140902,201289324,25
2165637,1068,25
1916922,130668,25
1001575,5104518,25
1911564,108173016,25
1937172,108691666,25
1916922,7223961,25
2046482,213107448,25
1916922,201729189,25
1902097,1084,25
2547443,1829645,25
1035848,101014,25
2112554,203799757,25
2475810,105380435,25
1855139,1044,25
2041269,1097,25
1916922,202658270,25
2289279,102191338,24
1916922,1089,24
2330956,5293521,24
1981606,108707155,24
1950464,1063,24
1909893,437877,24
1855139,827,24
2445367,102389867,24
2008190,212656866,24
1929334,1004591,24
1941745,2791955,24
2542622,214236421,24
2552050,210562133,24
1936923,102388808,24
2247181,214032764,24
2084585,214127110,24
2130783,201949026,24
1875357,102206126,24
1917337,213266098,24
1928716,1099,24
2720304,4829907,24
2502551,7118471,24
1916922,704624,24
1909893,102340965,24
2117358,1094,24
2069008,1010,24
1001380,1000,24
2312770,215275065,24
2042980,793,24
2247570,202827116,24
2330956,108686994,24
1929334,203909335,24
1877615,107666847,24
2072041,544,24
2026853,1036,23
1949537,102174488,23
2203237,203847117,23
2084585,1058583,23
1921650,1059,23
2014357,7420880,23
2553783,200255722,23
1911218,200380820,23
2143980,584,23
2670137,705449,23
1916922,200487081,23
2650964,261565,23
1925961,691943,23
1958089,109983702,23
2068261,497,23
2297547,200197720,23
2011322,213317434,23
1916922,447624,23
2140902,211697983,22
1937172,162690,22
2410836,203504243,22
1873032,200621134,22
2134859,7048773,22
1936150,1058,22
1916922,213669248,22
2419004,200255722,22
2329012,881398,22
2098023,200549981,22
2070659,102871889,22
1916922,203106448,22
2130783,215087468,22
2206732,5663246,22
2140902,215427532,22
2147638,5266612,22
2278679,1086,22
2007849,105775732,22
2039558,522,22
1916922,97773,22
2420419,216979643,22
2297547,213224236,22
2127689,215514167,22
1916922,907977,21
1941161,829,21
2797285,398,21
1917337,5014257,21
2198224,1102,21
2014357,108879606,21
2314028,202683276,21
2494629,104690200,21
1981606,203711720,21
2140902,5588857,21
1937172,272863,21
2617187,102247419,21
1007989,209340068,21
2003289,109744622,21
2975626,213323700,21
2293019,105089433,21
1924426,825,21
1911218,4907894,21
2873586,1089,21
2627737,102960539,21
1873032,5106429,21
2090354,1213357,21
1918331,202982248,21
1874367,599,21
2733715,628,21
1911564,107848395,21
1985730,102415346,20
2301001,105380435,20
2558161,212890822,20
2603620,627,20
1914194,212900535,20
1874369,212877900,20
1916922,4749121,20
1911218,107360301,20
1891335,4900010,20
1806961,212675636,20
2005159,1042,20
1868084,107524291,20
1916922,1313990,20
2725572,1042,20
2137874,553145,20
2008190,1011,20
2426134,202827116,20
2034671,1041,20
2063522,1057,20
1873032,203683290,20
2003687,383,20
1627300,202832197,20
2024645,1105,20
2552050,209340068,20
1914194,107192538,20
1946229,212433699,20
2230017,1009,20
2748051,107535812,20
2245422,612,20
1911218,213226742,20
2153490,582,20
2417258,214360296,20
2038278,1044,20
2031765,1032,20
2539800,107953949,20
2442774,1002,20
2357085,203106448,19
1965152,881,19
1916922,217492535,19
2247570,217473589,19
2075811,217181700,19
2055839,20,19
2063412,1089,19
2124580,213823363,19
2504197,215081678,19
2281754,571,19
1923556,1099,19
2293575,837,19
1911218,212449505,19
2124580,4799199,19
2396381,204562494,19
2322686,1089,19
2191835,162690,19
1957237,217127072,19
1916922,1005,19
1916922,106405216,19
2005608,834,19
2247570,102191338,19
1935218,648231,19
1917367,740362,19
1895642,105030812,19
2191790,1068,19
2273307,213778214,19
1911218,213107448,19
2006406,226852446,19
1972134,4900006,19
2112554,1232156,19
1969010,1518726,19
2247570,217620253,19
2086011,1105,19
2494629,217600389,19
2134859,214063594,19
2165637,117666,19
1916922,105775732,19
2455621,5525334,19
2373615,202827116,19
1939059,967,19
2426134,202746104,19
1019309,5002687,19
2016175,626,19
2584011,226,19
2276013,1102,19
2136560,412207,18
2178698,213978475,18
2278382,204179118,18
2854910,213470055,18
2351492,979,18
2055243,201949026,18
2026853,458900,18
1873032,4830123,18
2167063,1097,18
2616705,1103,18
1855136,806,18
1921964,102247419,18
1953745,947,18
1960291,202071493,18
2494337,203106448,18
2140720,1098,18
2406714,214194429,18
2247181,211891127,18
1916922,7023982,18
2015730,455,18
2851043,1064,18
2322839,204457119,18
2195850,215275065,18
1923273,5665570,18
2178698,213837879,18
2247570,217620257,18
2404197,205357640,18
1956165,1037,18
2248257,4993418,18
2305657,217446904,18
1873032,212427044,18
2235492,215575050,18
1960944,1066,18
1874369,222560489,18
1984371,219125693,18
2511733,226090132,18
1971870,212608880,18
2410836,213212911,18
2002596,213212911,18
2419750,214236421,18
2391481,596,18
2201748,101798832,18
1925961,101800569,18
2250423,1035988,18
1930293,410532,18
2174011,1097,18
2023036,1103,18
2360805,213086592,18
1916922,212892375,18
1911564,212898048,18
2124580,102817832,18
2520589,201480266,17
2068261,394531,17
1855139,830,17
2048584,212676452,17
1916922,4950339,17
1904414,5211338,17
2201748,107512011,17
2457583,213769257,17
2130789,214046687,17
1954252,827,17
2134432,203514624,17
2524552,108919944,17
2174096,212877966,17
2604901,153811,17
2027985,1097,17
2758068,213224236,17
1946184,1078,17
1916922,185201,17
2086926,202473789,17
1945365,740362,17
2086926,203810208,17
